text,label
"Graphic designer needed for printing press. CorelDraw skills required. Full time. Apply in person.",legitimate
"Teacher required for coaching centre. Subjects: Maths and Science. Classes 8 to 10. Part time.",legitimate
"Cook required for a family of 4 in Adyar Chennai. Timing 7 AM to 10 AM. Salary Rs 8000/month.",legitimate
"Security guard required for apartment complex. 12 hour shifts. ESI and PF provided. Apply now.",legitimate
"We are hiring a warehouse supervisor. Experience in logistics preferred. Salary Rs 25,000/month.",legitimate
"Electrician wanted for construction project. ITI qualified preferred. Daily wages Rs 700. Apply.",legitimate
"Driver required for software company cab service. License mandatory. Salary Rs 18,000/month.",legitimate
"HR executive wanted for IT company. MBA HR preferred. 1-2 years experience. Apply with resume.",legitimate
"We need a nurse for home care of elderly patient. Female preferred. Rs 20,000/month. Accommodation.",legitimate
"Your interview feedback has been shared with the hiring team. Decision expected within 3 business days.",legitimate
"We are pleased to inform you that your probation period has been successfully completed.",legitimate
"The company annual picnic is on 24th November. Register at the HR portal by 18th November.",legitimate
"Your nomination for the employee of the month award has been received. Results on 1st December.",legitimate
"Your transfer request to the Bangalore branch has been approved. Joining date: 1st December.",legitimate
"The HR policy on work from home has been updated. Please read the new guidelines on the intranet.",legitimate
"Your referral bonus of Rs 10,000 for successfully referring a candidate will be paid with November salary.",legitimate
"Training session on data privacy and security is mandatory for all employees. Schedule on intranet.",legitimate
"Your id card renewal request has been processed. Collect the new ID from the security office.",legitimate
"Reminder: Complete the mandatory cybersecurity training on the LMS portal by end of this month.",legitimate
"The client presentation is rescheduled to Wednesday at 3 PM. Please update your calendars.",legitimate
"Your software access for the new project has been granted. Login credentials sent to your email.",legitimate
"Your appraisal discussion is scheduled for 25th November at 2 PM with your reporting manager.",legitimate
"The new expense claim portal is now live. Submit all claims through the portal from November onwards.",legitimate
"Congratulations on your promotion to Senior Engineer effective 1st December. Revised offer letter attached.",legitimate
"Your travel reimbursement for the client visit to Delhi has been processed. Amount: Rs 8500.",legitimate
"Hi! Just wanted to check if you are free this weekend for a get-together at my place.",legitimate
"Can you please send me the notes from yesterday's lecture? I missed the class due to fever.",legitimate
"Reminder to buy vegetables on the way home. We need tomatoes, onions and coriander.",legitimate
"Happy birthday! Hope you have a wonderful day filled with joy and celebration.",legitimate
"The match starts at 7 PM today. Are you watching? We can video call and watch together.",legitimate
"Please take your medicines on time. Doctor said it is very important for recovery.",legitimate
"Can you recommend a good book to read this month? I just finished the one you suggested.",legitimate
"Good morning! Have a great day at work. Drive safe and call me when you reach.",legitimate
"The kids enjoyed the picnic yesterday. Thank you for organizing such a fun outing for them.",legitimate
"Please water the plants while I am away. They need watering every alternate day.",legitimate
"I have attached the recipe for the dish you liked at dinner. Try it and let me know.",legitimate
"Let us plan a road trip next month. I was thinking Ooty or Kodaikanal. What do you think?",legitimate
"The plumber will come tomorrow morning to fix the bathroom tap. Please be home between 9 to 11.",legitimate
"Your parcel from your sister has arrived. It is at the reception. Please collect at your convenience.",legitimate
"We are planning to visit you next Sunday. Is it a good time? Let us know so we can confirm.",legitimate
"The power cut in our area will be from 10 AM to 2 PM tomorrow for maintenance work.",legitimate
"Please submit the rent agreement copy to the office by this Friday for records.",legitimate
"The new supermarket near our colony has good fresh vegetables at reasonable prices.",legitimate
"Congratulations on passing your driving test! Now you are officially a licensed driver.",legitimate
"Please confirm if you will be attending the wedding on Saturday. We need to give final count to caterer.",legitimate
"Your Aadhaar card update has been successfully completed. Download updated card from UIDAI portal.",legitimate
"The school bus timings have changed from next Monday. New pickup time is 7:15 AM.",legitimate
"Your SIP instalment of Rs 3000 has been debited and units allotted. Check statement on portal.",legitimate
"The electricity board has restored power to your area after transformer repair work.",legitimate
"Your visa interview at the consulate is confirmed for 28th November at 9:30 AM.",legitimate
"Reminder: Your term insurance premium of Rs 12,000 is due next month. Pay to keep coverage active.",legitimate
"Your domicile certificate application has been approved. Collect from district office by 30th November.",legitimate
"The RWA is organising a cleanliness drive this Sunday morning. Volunteers please assemble at 7 AM.",legitimate
"Your child immunisation is due next week. Please visit the nearest health centre.",legitimate
"Your order from Ajio has been shipped. Expected delivery: 19th November. Track in app.",legitimate
"The ATM near your house will be under maintenance on 16th November from 11 PM to 6 AM.",legitimate
"Your EPF nomination update request has been processed successfully.",legitimate
"The sports day at school is on 22nd November. Parents are welcome to attend and cheer.",legitimate
"Your Pan card application is approved. Physical card will be dispatched within 15 days.",legitimate
"Your home loan EMI of Rs 22,500 has been deducted for November. Next deduction on 5th December.",legitimate
"The society has decided to install CCTV cameras at entry and exit points for security.",legitimate
"Your complaint about the pothole has been registered with the municipal corporation. Reference: MC2024891.",legitimate
"Happy Diwali! Wishing you and your family joy, health and prosperity this festive season.",legitimate
"The water tank cleaning will be done on Sunday. Water supply will be interrupted from 6 AM to 12 PM.",legitimate
"Your car loan foreclosure request has been processed. NOC will be issued within 7 working days.",legitimate
"The annual general meeting of your housing society is on 10th December at 6 PM. Agenda attached.",legitimate
"Your child's progress report for this semester is now available on the school parent portal.",legitimate
"The new metro station near your area will open for public from 1st December as per the announcement.",legitimate
"Your fixed deposit has been renewed automatically for another year at the prevailing interest rate.",legitimate
"Reminder: Vehicle fitness certificate renewal due. Visit nearest RTO or authorised centre.",legitimate
"The community library has added 200 new books this month. Members can borrow up to 3 books.",legitimate
"Your gas cylinder booking has been confirmed. Delivery expected within 2 working days.",legitimate
"The college is organising an alumni meet on 15th December. Register on alumni portal to attend.",legitimate
"Your term deposit interest of Rs 4500 has been credited to your savings account.",legitimate
"The health camp organised by the municipal corporation will be held at the community hall on Sunday.",legitimate
"Your daughter has been selected for the inter-school dance competition. Practice starts Monday.",legitimate
"The BBMP is conducting road repair work near your house. Minor disruption expected for 3 days.",legitimate
"Your SIP in Nifty 50 index fund has been activated. First deduction will happen on the 5th.",legitimate
"The school has declared holiday on 19th November due to local elections. Classes resume on 20th.",legitimate
"Your pension has been credited to your account for the month of November. Amount: Rs 14,500.",legitimate
"The new colony park will be inaugurated next Sunday. All residents are invited to attend.",legitimate
"Your vehicle emission test is due. Visit nearest PUC centre before 30th November.",legitimate
"Reminder: The last date to pay house tax is 30th November. Pay online or at municipal office.",legitimate
"The cooperative bank is offering 7.5% interest on FD for senior citizens. Visit branch for details.",legitimate
"Your application for LPG subsidy has been successfully submitted. Status will be updated in 30 days.",legitimate
"The anganwadi centre will remain closed this week due to teacher training. Resumes on Monday.",legitimate
"Your book reserve request at the district library has been fulfilled. Collect by 25th November.",legitimate
"The local MLA is holding a grievance meeting this Saturday at the ward office from 10 AM to 1 PM.",legitimate
"Your vehicle registration certificate renewal has been completed. Download from Parivahan portal.",legitimate
"The temple trust is organising free medical camp on Sunday. All are welcome to attend.",legitimate
"Your child has received the mid-day meal scheme benefit for October. Records updated on portal.",legitimate
"The college fest registrations are now open. Fill the form on the college website by 20th November.",legitimate
"Your loan account statement for October is ready. Download from the bank mobile app.",legitimate
"The RTO has sent a reminder for updating your address in your driving licence as per new rules.",legitimate
"Your blood test reports are normal. Doctor has noted no follow up required for next 6 months.",legitimate
"The new ration card has been issued in your name. Collect from the ration office with your ID proof.",legitimate
"Your post office RD instalment for November has been debited. Maturity date: March 2026.",legitimate
"The municipal water supply will follow alternate day schedule next week due to maintenance work.",legitimate
"Your job application at Infosys has moved to the technical interview round. Email with details follows.",legitimate
"We found your resume on LinkedIn and would like to schedule an exploratory call. No fees involved.",legitimate
"The placement cell has scheduled a pre-placement talk by Wipro on 18th November at 11 AM.",legitimate
"Your coding assessment for the junior developer role has been submitted. Results in 3 days.",legitimate
"Congratulations on clearing the aptitude test. The HR interview is scheduled for next Tuesday.",legitimate
"The job fair at the convention centre is open to all graduates. Entry is free. Bring your resume.",legitimate
"We are expanding our team and looking for a quality analyst. Freshers may apply at our website.",legitimate
"Your internship completion certificate has been issued and emailed to you. Congratulations.",legitimate
"The recruiter from KPMG will visit your college on 25th November for campus placements.",legitimate
"We have received your job application. You will hear from us within 10 business days.",legitimate
